Acteur_ID,Acteurs,Act_CDB,Act_CDF,Act_Prenoms,Act_Noms,Act_Sx,Act_DDN,Act_DDD,Act_Prf,Act_Orig
101813,Trish Everly,,,Trish,Everly,F,,199x,RU:,Un
101814,Jason Evers,1970,1977,Herbert,Evers,M,1922,199x,R:general purpose,Am
101815,John Ewart,,,John,Ewart,M,,199x,RU:,Un
101816,Richard Eyer,,,Richard,Eyer,M,,199x,RU:,Un
101817,William Eythe,1942,1950,William,Eythe,M,1918,1957,R:lead,Am
101818,Nanette Fabray,1939,1981,Nanette,Fabares,F,1920,199x,R:comedy,Am
101819,Francoise Fabian,1956,1977,Francoise,Fabian,F,1935,199x,R:lead,Sp
101820,Aldo Fabrizi,1945,1968,Aldo,Fabrizi,M,1905,1990,R:character,It
101821,Ina Claire,1915,1943,Ina,Fagan,F,1892,1985,RU:,Am
101822,Douglas Fairbanks jr.,1920,1981,Douglas jr.,Fairbanks,M,1909,199x,R:debonair,Am
101823,Morgan Fairchild,1978,1981,Morgan,Fairchild,F,1950,199x,R:lead,Am
101824,Eduardo Fajardo,,,Eduardo,Fajardo,M,,199x,RU:,Un
101825,Lola Falana,,,Lola,Falana,F,,199x,RU:,Un
101826,Fabray Falconetti,,,Fabray,Falconetti,F,,199x,RU:,Un
101827,Peter Falk,1958,1981,Peter,Falk,M,1927,199x,R:fast-talking,Am
101828,Robert Conrad,1963,1982,Conrad Robert,Falk,M,1935,199x,R:personable,Am
101829,Deborah Fallender,,,Deborah,Fallender,F,,199x,RU:,Un
101830,Dennis Lee Falt,,,Dennis,Falt,M,,199x,RU:,Un
101831,Sergio Fantoni,1960,1971,Sergio,Fantoni,M,1930,199x,R:lead,It
101832,Daniel Faraldo,,,Daniel,Faraldo,M,,199x,RU:,Un
101833,Amy Farber,,,Amy,Farber,F,,199x,RU:,Un
101834,Maria Farebrother,,,Maria,Farebrother,F,,199x,RU:,Un
101835,Violet Farebrother,,,Violet,Farebrother,F,,199x,RU:,Un
101836,James Farentino,1964,1983,James,Farentino,M,1938,199x,R:lead,Am
101837,Antonio Fargas,1969,1978,Antonio,Fargas,M,,199x,R:bear,PR
101838,Vic Damone,1951,1960,Vito,Farinola,M,1929,199x,R:light lead,Am
101839,Chris Farley,,1997,Chris,Farley,,,,RU:,
101840,Frances Farmer,1927,1958,Frances,Farmer,F,1914,1970,R:lead,Am
101841,Mimsy Farmer,1963,1980,Mimsy,Farmer,F,1945,199x,R:lead,Am
101842,Richard Farnsworth,,,Richard,Farnsworth,M,,199x,RU:,Un
101843,Dustin Farnum,1914,,Dustin,Farnum,M,,,RU:,Am
101844,Franklyn Farnum,,,Franklyn,Farnum,M,1876,1961,R:silent western lead,Am
101845,William Farnum,1914,1952,William,Farnum,M,1876,1953,R:silent lead,Am
101846,Felicia Farr,,,Felicia,Farr,F,,199x,RU:,Un
101847,Derek Farr,1940,1968,Derek,Farr,M,1912,199x,R:lead,Br
101848,Jamie Farr,1965,1973,Jamie,Farr,M,,199x,R:long-nosed comic,Am
101849,Derek Farr,1940,1955,Derek,Farr,M,,1986,R:lead,Ct
101850,Geraldine Farrar,1915,1920,Geraldine,Farrar,F,1882,1967,R:dramatic,Am
101851,David Farrar,1938,1962,David,Farrar,M,1908,199x,R:tall,Br
101852,Glenda Farrell,1930,1968,Glenda,Farrell,F,1904,1971,R:comedienne,Am
101853,Sharon Farrell,1959,1979,Sharon,Farrell,F,,199x,R:general purpose,Am
101854,Charles Farrell,1923,1960,Charles,Farrell,M,1901,199x,R:gentle,Am
101855,Charles Farrell,1931,1958,Charles,Farrell,M,1901,1990,R:character,Ir
101856,Nick Farrell,,,Nick,Farrell,M,,199x,RU:,Un
101857,Mia Farrow,1964,1983,Maria,Farrow,F,1945,199x,R:lead,Am
101858,Stephanie Farrow,1983,,Stephanie,Farrow,F,,199x,RU:,Un
101859,Tisa Farrow,,,Tisa,Farrow,F,,199x,RU:,Un
101860,Rainer Fassbinder,1969,1975,Rainer Werner,Fassbinder,,,,RU:,
101861,Graham Faulkner,,,Graham,Faulkner,M,,199x,RU:,Un
101862,James Faulkner,,,James,Faulkner,M,,199x,RU:,Un
101863,Jane Wyman,1936,1981,Sarah Jane,Faulks,F,1914,199x,R:blonde,Am
101864,Farrah Fawcett,1971,1980,Farrah,FawcettMajors,F,1947,199x,R:pin-up,Am
101865,Michelle Fawden,,,Michelle,Fawden,F,,199x,RU:,Un
101866,Louise Fazenda,1922,1939,Louise,Fazenda,F,1895,1962,R:lead,Am
101867,Lynne Federicks,,,Lynne,Federicks,F,,199x,RU:,Un
101868,Stefanie Powers,1962,1984,Stefania,Federkiewicz,F,1942,199x,R:lead,Am
101869,Birgitte Federspiel,,,Birgitte,Federspiel,F,,199x,RU:,Un
101870,Bekim Fehmiu,1966,1977,Bekim,Fehmiu,M,1932,199x,R:stalwart,Cz
101871,Frances Feist,,,Frances,Feist,F,,199x,RU:,Un
101872,Fritz Feld,1929,1981,Fritz,Feld,M,1900,199x,R:dapper comedian,Ge
101873,Marty Feldman,1969,1983,Marty,Feldman,M,1933,1982,R:pop-eyed comic,Br
101874,Barbara Feldon,1967,1979,Barbara,Feldon,F,1939,199x,R:lead,Am
101875,Tovah Feldshuh,1973,1983,Tovah,Feldshuh,F,,199x,R:lead,Am
101876,Maria Felix,1947,1955,Maria,Felix,F,1915,199x,R:strong personality,Me
101877,Norman Fell,1961,1981,Norman,Fell,M,1928,199x,R:sad-looking,Am
101878,Rockliffe Fellowes,1917,1934,Rockliffe,Fellowes,M,1885,1950,R:general purpose,Ca
101879,Edith Fellows,1932,1947,Edith,Fellows,F,1923,199x,R:teenage star,Am
101880,Hansjoerg Felmy,1956,1966,Hansjoerg,Felmy,M,1931,199x,R:lead,Ge
101881,Verna Felton,1950,1960,Verna,Felton,F,1890,1966,R:character,Am
101882,Sherilyn Fenn,1985,1993,Sherilyn,Fenn,F,1965,199x,R:sexy,Ct
101883,Sylvie Fennec,1989,,Sylvie,Fennec,M,,199x,RU:,Be
101884,Willie Fennell,,,Willie,Fennell,M,,199x,RU:,Un
101885,Frank Fenton,1942,1958,Frank,Fenton,M,1906,1957,R:general purpose supporting,Am
101886,Irine Fenwick,,,Irene,Fenwick,,1936,,RU:,Am
101887,Pamelyn Ferdin,,,Pamelyn,Ferdin,F,,199x,RU:,Un
101888,Elsie Ferguson,1917,1927,Elsie,Ferguson,F,1883,1961,R:lead,Am
101889,Jane Ferguson,,,Jane,Ferguson,F,,199x,RU:,Un
101890,J. Don Ferguson,,,J.,Ferguson,M,,199x,RU:,Un
101891,Frank Ferguson,1942,1968,Frank,Ferguson,M,1899,1978,R:toothy,Am
101892,Wilhelmina Fernandez,1981,,Wilhelmina Wiggins,Fernandez,F,,199x,R:singer,
101893,Conchata Ferrell,1978,1981,Conchata,Ferrell,F,1943,199x,R:character,Am
101894,Mel Ferrer,1949,1981,Mel,Ferrer,M,1917,199x,R:sensitive-looking,Am
101895,Jose Ferrer,1948,1983,José Vincente,Ferrer y Centron,M,1909,1992,R:distinguished,Am
101896,Benoit Ferreux,1970,,Benoit,Ferreux,M,1955,199x,R:sensitive,Fr
101897,Noel Ferrier,,,Noel,Ferrier,F,,199x,RU:,Un
101898,Lou Ferrigno,,,Lou,Ferrigno,M,,199x,RU:,Un
101899,Gabrielle Ferzetti,1948,1976,Pasquale,Ferzetti,M,1925,199x,R:lead,It
101900,Beverly Garland,1949,1980,Beverly,Fessenden,F,1926,199x,R:pert and pretty screamer,Am
101901,Lewis Fiander,1971,1978,Lewis,Fiander,M,1938,199x,RU:,Au
101902,John Fiedler,1957,1982,John,Fiedler,M,1925,199x,R:mild,Am
101903,Betty Field,1939,1968,Betty,Field,F,1918,1973,RU:,Am
101904,Mary Field,1941,1948,Mary,Field,F,1905,199x,R:prissy spinster,Am
101905,Sally Field,1965,1993,Sally,Field,F,1946,199x,R:diminutive neatnick,Am
101906,Shirley Anne Field,1956,1966,Shirley Anne,Field,F,1938,199x,R:lead,Br
101907,Virginia Field,1935,1965,Margaret Cynthia,Field,F,1917,199x,R:second lead,Br
101908,Jean Kent,1935,1960,Joan,Field,F,1921,199x,R:lead,Br
101909,Karen Field,,,Karen,Field,F,,199x,RU:,Un
101910,Sid Field,1946,1948,Sid,Field,M,1904,1950,R:comedian,Br
101911,Fenella Fielding,1962,1969,Fenella,Fielding,F,1930,199x,R:outrageously exaggerated roles,Br-Rm
101912,Marjorie Fielding,1943,1953,Marjorie,Fielding,F,1892,1956,R:strict but kindly gentlewomen,Br
101913,Margaret Fielding,,,Margaret,Fielding,F,,199x,RU:,Un
101914,Edward Fielding,,,Edward,Fielding,M,,199x,RU:,Un
101915,Charles Fields,,,Charles,Fields,M,,199x,RU:,Un
101916,Tom Filer,,,Tom,Filer,M,,199x,RU:,Un
101917,Dennis Fimple,,,Dennis,Fimple,M,,199x,RU:,Un
101918,Flora Finch,,,Flora,Finch,F,1869,1940,RU:,Br
101919,Gloria Stuart,1932,1946,Gloria Stuart,Finch,F,1909,1995,R:lead,Am
101920,Jon Finch,1970,1978,Jon,Finch,M,1941,199x,R:lead,Br
101921,Peter Finch,1937,1976,Peter,Finch,M,1916,1977,R:thoughtful-looking,Br
101922,Muriel Angelus,1930,1940,M.A.,Findlay,F,1909,199x,R:lead,Br
101923,T.G. Finkbinder,,,T.G.,Finkbinder,M,,199x,RU:,Un
101924,Cyd Charisse,1943,1972,Tula Ellice,Finklea,F,1921,199x,R:long-legged,Am
101925,Frank Finlay,1962,1982,Frank,Finlay,M,1926,199x,RU:,Br
101926,Robert Douglas,1931,1964,Robert Douglas,Finlayson,M,1909,199x,R:lead,Am
101927,James Finlayson,1921,1951,James,Finlayson,M,1877,1953,R:`double take and fade away',Br; Scots
101928,William Finley,,,William,Finley,M,,199x,RU:,Un
101929,Warren Finnerty,,,Warren,Finnerty,M,,199x,RU:,Un
101930,Shirley Jo Finney,,,Shirley,Finney,F,,199x,RU:,Un
101931,Albert Finney,1959,1983,Albert,Finney,M,1936,199x,RU:,Br
101932,Elena Fiore,,,Elena,Fiore,F,,199x,RU:,Un
101933,Eddie Firestone,,,Eddie,Firestone,M,,199x,RU:,Un
101934,Peter Firth,1971,1983,Peter,Firth,M,1953,199x,R:juvenile character lead,Br
101935,O.W. Fischer,1942,1965,O.W.,Fischer,M,1915,1973,R:lead,Os
101936,Larry Fishburne,,,Larry,Fishburne,M,,199x,RU:,Un
101937,Lynn Bari,1933,1962,Marjorie,Fisher,F,1915,1989,R:pert,Am
101938,Carrie Fisher,1975,1980,Carrie,Fisher,F,1956,199x,R:strong personality,Am
101939,Frances Fisher,,,Frances,Fisher,F,1952,199x,RU:,Am
101940,Cindy Fisher,,,Cindy,Fisher,F,,199x,RU:,Un
101941,Frances Fisher,,,Frances,Fisher,F,,199x,RU:,Un
101942,Eddie Fisher,1950,1966,Edwin Jack,Fisher,M,1928,199x,RU:,Un
101943,Minnie Maddern Fiske,1913,1915,Minnie,Fiske,F,1866,1932,RU:,Am
101944,Ella Fitzgerald,1941,1960,Ella,Fitzgerald,F,1918,199x,R:singer,Am
101945,Geraldine Fitzgerald,1935,1983,Geraldine,Fitzgerald,F,1912,199x,R:lead,Ir
101946,Creighton Hale,1915,1947,Patrick,Fitzgerald,M,1882,1965,R:meek-and-mild,Am
101947,Gail Patrick,1932,1947,Margaret,Fitzpatrick,F,1911,1980,R:lead,Am
101948,Maureen OHara,1938,1972,Maureen,Fitzsimmons,F,1920,1991,R:striking redhead,Ir
101949,Fannie Flagg,1970,1978,Fannie,Flagg,F,,199x,R:comedienne,Am
101950,Kirsten Flagstad,1938,1938,Kirsten,Flagstad,F,1895,1962,R:operatic soprano,No
101951,Dennis OKeefe,1938,1961,Edward `Bud',Flanagan,M,1908,1968,R:lead,Am
101952,Ed Flanders,1971,1981,Ed,Flanders,M,1934,199x,R:Truman impersonator,Am
101953,Susan Flannery,1974,1979,Susan,Flannery,F,1943,199x,R:general purpose,Am
101954,James Flavin,1933,1967,James,Flavin,M,1906,1976,R:genial or bewildered cop,Ir-Am
101955,Louise Fletcher,1974,1983,Louise,Fletcher,F,1936,199x,R:character,Am
101956,Cyril Fletcher,1943,1948,Cyril,Fletcher,M,1913,199x,R:comedian,Br
101957,Jay C. Flippen,1934,1971,Jay C.,Flippen,M,1898,1971,R:bulky cop,Am
101958,Diana Dors,1946,1976,Diana,Fluck,F,1931,1984,R:blonde good-time girl,Br
101959,Darlanne Fluegel,1978,1984,Darlanne,Fluegel,F,1958,199x,R:leggy Blonde,
101960,Joel Fluellen,1946,1976,Joel,Fluellen,M,,199x,R:character,Am
101961,Shirley Mason,1915,1929,Leona,Flugrath,F,1900,1979,R:lead,Am
101962,Gina Malo,1932,1940,Janet,Flynn,F,1909,1963,R:lead,Ir-Ge-Am
101963,Errol Flynn,1933,1959,Errol,Flynn,M,1909,1959,R:swashbuckler,Au
101964,Joe Flynn,1956,1977,Joe,Flynn,M,1924,1974,R:bespectacated comedian,Am
101965,Sean Flynn,1960,1970,Sean,Flynn,M,1941,1970,R:lead,Am
101966,Renee Zellweger,,1997,gn,fmn,F,1970,199x,RU:,Un
101967,King Donovan,1972,,gn,fn,M,,199x,R:pop singer,Br
101968,Kent Lane,1969,,gn,fn,M,,199x,R:youth,
101969,Cyril Maude,1930,,Gn,Fn,M,,199x,RU:,Un
101970,River Phoenix,1985,1993,River Phoenix,fn,M,1970,1993,R:clean spiritual hippie,Am
101971,Stuart Townsend,1995,1998,Gn,Fn,M,,199x,RU:,Ir
101972,Nina Foch,1943,1988,Nina Consuelo Maud,Fock,F,1924,199x,R:chic cool blonde,Du
101973,Bridget Fonda,1989,1992,Bridget,Fonda,F,1964,199x,RU:,Am
101974,Jane Fonda,1960,1988,Jane,Fonda,F,1937,199x,R:liberated,Am
101975,Peter Fonda,1963,1982,Peter,Fonda,M,1939,199x,RU:,Am
101976,Henry Fonda,1942,1956,Henry,Fonda,M,1905,1982,R:gauche sophisticated romantic,Am
101977,Leo Fong,,,Leo,Fong,M,,199x,RU:,Un
101978,Genevieve Fontanel,1977,,Geneviève,Fontanel,F,,199x,RU:,Fr
101979,Dick Foran,1934,1964,Nicholas,Foran,M,1910,1979,R:burly,Am
101980,Mary Forbes,1929,1956,Mary,Forbes,F,1882,1974,R:haughty society lady,Br
101981,Dorothy Ford,1944,1954,Dorothy,Ford,F,1923,199x,R:tall,Am
101982,Francis Ford,1912,1952,Francis,Ford,M,1883,1953,R:grizzled,Am
101983,Glenn Ford,1939,1980,Gwyllyn,Ford,M,1916,1992,R:stocky,Ca
101984,Harrison Ford,1932,1990,Harrison,Ford,M,1917,199x,R:action lead,Am
101985,David Ford,,,David,Ford,M,,199x,RU:,Un
101986,Jane Baxter,1932,1951,Feodora,Forde,F,1909,199x,R:gentle-mannered,Br
101987,Deborah Foreman,,,Deborah,Foreman,F,,199x,RU:,Un
101988,John Dehner,1945,1977,John,Forkum,M,1915,199x,R:sympathetic smart alec dastardly villain,
101989,George Formby,1933,1946,George,Formby,M,1905,1961,R:toothy grin,Br
101990,Frederic Forrest,1972,1983,Frederic,Forrest,M,,199x,R:lead,Am
101991,Mike Forrest,,,Mike,Forrest,M,,199x,RU:,Un
101992,Constance Forslund,,,Constance,Forslund,F,,199x,RU:,Un
101993,Robert Forster,1967,1983,Robert,Forster,M,1942,199x,R:sardonic-looking,Am
101994,Rudolph Forster,1932,1932,Rudolph,Forster,M,1884,1968,R:heavy personality,Ge
101995,Rosemary Forsyth,1965,1978,Rosemary,Forsyth,F,1944,199x,R:lead,Am
101996,Bruce Forsyth,1968,1971,Bruce,Forsyth,M,1927,199x,R:bouncy,Br
101997,Henderson Forsythe,,,Henderson,Forsythe,M,,199x,RU:,Un
101998,Nick Apollo Forte,,,Nick Apollo,Forte,M,,199x,RU:,Un
101999,Mabel Normand,1912,1924,Mabel,Fortescue,F,1894,1930,R:comic lead,Am
102000,Brigitte Fossey,1952,1982,Brigitte,Fossey,F,1945,199x,R:juvenile,Fr
102001,Jodie Foster,1972,1982,Alicia Christian,Foster,F,1962,199x,R:child actress,Am
102002,Julia Foster,1963,1972,Julia,Foster,F,1941,199x,R:lead,Br
102003,Meg Foster,1971,1984,Meg,Foster,F,,199x,R:striking blue eyes,Am
102004,Barry Foster,1956,1983,Barry,Foster,M,1931,199x,R:comic relief,Br
102005,Norman Foster,1929,1967,Norman,Foster,M,1900,1976,R:lead,Am
102006,Preston Foster,1930,1968,Preston,Foster,M,1901,1970,R:handsome,Am
102007,John Foster,,,John,Foster,M,,199x,RU:,Un
102008,Phil Foster,,,Phil,Foster,M,,199x,RU:,Un
102009,Robert Foster,,,Robert,Foster,M,,199x,RU:,Un
102010,Byron Foulger,1937,1969,Byron,Foulger,M,1900,1970,R:worried,Am
102011,Susannah Fowle,,,Susannah,Fowle,F,,199x,RU:,Un
102012,Patti Page,1960,1963,Clara Ann,Fowler,F,1927,199x,R:singer,Am
102013,Harry Fowler,1942,1977,Harry,Fowler,M,1926,199x,R:cockney,Br
102014,Douglas Fowley,1934,1977,Douglas,Fowley,M,1911,199x,R:nervous and comic gangster,Am
102015,Sidney Fox,1931,1934,Sidney,Fox,F,1910,1942,R:lead,Am
102016,Bernard Fox,1956,1977,Bernard,Fox,M,,199x,R:stiff gent,Br
102017,Edward Fox,1967,1984,Edward,Fox,M,1937,199x,R:diffident,Br
102018,James Fox,1963,1984,James,Fox,M,1939,199x,R:weakling,Br
102019,Michael J. Fox,1989,,Michael J.,Fox,M,1961,199x,R:cute,Am
102020,Eddie Foy jr.,1940,1967,Eddie,Foy jr,M,1905,1983,R:vaudeville,Am
102021,Jacques Francois,1951,,Jacques,Fran{c}cois,M,,199x,R:sr,Fr
102022,C.V. France,1931,1944,C.V.,France,M,1868,1949,RU:,Br
102023,Rolla France,,,Rolla,France,M,,199x,RU:,Un
102024,Victor Francen,1921,1966,Victor,Francen,M,1888,1977,R:spy dramas,Be
102025,Anne Francis,1948,1972,Anne,Francis,F,1930,199x,R:lead,Am
102026,Eve Francis,1922,,Eve,Francis,F,,199x,R:lead,Fr
102027,Alec B. Francis,1919,1934,Alec B.,Francis,M,1869,1934,R:elderly gentleman,Br
102028,Arlene Francis,1943,1963,Arlene,Francis,M,1908,199x,R:lead,Am
102029,Ivor Francis,1970,1978,Ivor,Francis,M,,199x,R:character,Am
102030,Robert Francis,1954,1955,Robert,Francis,M,1930,1955,R:lead,Am
102031,James Franciscus,1956,1982,James,Franciscus,M,1934,1991,R:lead,Am
102032,Don Francks,1968,1968,Don,Francks,M,1932,199x,R:singer,Ca
102033,Connie Francis,1963,1965,Constance,Franconero,F,1938,199x,R:pop singer,Am
102034,Charles Frank,1947,1953,Charles,Frank,M,1910,199x,RU:,Br
102035,Ben Frank,,,Ben,Frank,M,,199x,RU:,Un
102036,Richard Frank,,,Richard,Frank,M,,199x,RU:,Un
102037,Beatrice Arthur,1972,1983,Bernice,Frankel,F,1923,199x,R:dominant comedy,Am
102038,Steve Franken,,,Steve,Franken,M,,199x,RU:,Un
102039,Paul Frankeur,,,Paul,Frankeur,M,,199x,RU:,Un
102040,Pamela Franklin,1961,1976,Pamela,Franklin,F,1949,199x,R:juvenile,Br
102041,Aretha Franklin,,,Aretha,Franklin,F,,199x,R:singer,
102042,James Franks,,,James,Franks,M,,199x,RU:,Un
102043,Arthur Franz,1948,1982,Arthur,Franz,M,1920,199x,R:lead,Am
102044,Eduard Franz,1948,1978,Eduard,Franz,M,1902,1983,R:character,Am
102045,Liz Fraser,1958,1977,Liz,Fraser,F,1933,199x,R:dumb cockney blonde,Br
102046,Bill Fraser,1969,,William,Fraser,M,,1987,R:lead,Ct
102047,John Fraser,1953,1977,John,Fraser,M,1931,199x,R:lead,Br
102048,Richard Fraser,1941,1951,Richard,Fraser,M,1913,1971,R:lead,Br(Scots)
102049,Ronald Fraser,1959,1982,Ronald,Fraser,M,1930,199x,R:stocky,Br
102050,Snub Pollard,1961,1961,Harold,Fraser,M,1886,1962,R:comedian,Au
102051,William Frawley,1933,1963,William,Frawley,M,1887,1966,R:stocky,Am
102052,Sheila Frazer,,,Sheila,Frazer,F,,199x,RU:,Un
102053,Robert Frazer,,,Robert,Frazer,M,,199x,RU:,Un
102054,Fred Thompson,1990,1997,Thompsn,Fred,M,,1997,RU:,Am
102055,Lynn Frederick,1970,1979,Lynn,Frederick,F,,199x,R:lead,Br
102056,Pauline Frederick,1915,1938,Pauline,Frederick,F,1883,1938,R:lead,Am
102057,Vicki Frederick,,,Vicki,Frederick,F,,199x,RU:,Un
102058,Bert Freed,1960,1979,Bert,Freed,M,,199x,R:burly,Am
102059,Alan Freed,,,Alan,Freed,M,,199x,RU:,Un
102060,Paul Freedman,,,Paul,Freedman,M,,199x,RU:,Un
102061,Kathleen Freeman,1947,1974,Kathleen,Freeman,F,1919,199x,R:character,Am
102062,Mona Freeman,1944,1958,Monica,Freeman,F,1926,199x,R:troublesome teenager,Am
102063,Amy Freeman,,,Amy,Freeman,F,,199x,RU:,Un
102064,Morna Freeman,,,Morna,Freeman,F,,199x,RU:,Un
102065,Howard Freeman,1943,1965,Howard,Freeman,M,1899,1967,R:comic,Am
102066,Paul Freeman,,,Paul,Freeman,M,,199x,RU:,Un
102067,Morgan Freeman,,,Morgan,Freeman,M,,199x,RU:,Un
102068,Al Freeman jr,1964,1971,Al,Freeman jr,M,1934,199x,R:lead,Am
102069,Anita Louise,1930,1956,Anita Louise,Fremault,F,1915,1970,R:gentle roles,Am
102070,Leslie French,1941,1986,Leslie,French,M,1899,199x,R:diminutive,Br
102071,Bernard Fresson,1959,1946,Bernard,Fresson,M,1933,199x,RU:,Fr
102072,John Forsythe,1943,1981,John,Freund,M,1918,199x,R:smooth,Am
102073,Leonard Frey,1970,1981,Leonard,Frey,M,1938,199x,R:character,Am
102074,Sauri Frey,,,Sauri,Frey,M,,199x,RU:,Un
102075,Jonathan Frid,1970,1990,Jonathan,Frid,M,1925,199x,R:vampire,Or
102076,Blanche Friderici,1922,1934,Blanche,Friderici,F,1878,1933,R:stark,Am
102077,William Fox,,,Wilhelm,Fried,M,1879,1952,RU:,Hu-Am
102078,Steve Friedman,,,Steve,Friedman,M,,199x,RU:,Un
102079,John Friedrich,,,John,Friedrich,M,,199x,RU:,Un
102080,Philip Friend,1941,1962,Philip,Friend,M,1915,199x,R:lead,Br
102081,Dyan Cannon,1959,1982,Samile Diane,Friesen,F,1938,199x,R:floozy,Am
102082,Willy Fritsch,1928,1947,Willy,Fritsch,M,1901,1973,R:jovial,Ge
102083,Gert Frobe,1954,1980,Gert,Fröbe,M,1913,1988,R:villain,Ge
102084,Gustav Froehlich,1926,1931,Gustav,Fröhlich,M,,1987,R:sr,Ct
102085,Dominic Frontiere,1956,1981,Dominic,Frontiere,M,1931,199x,RU:,Am
102086,Marie McDonald,1942,1963,Marie,Frye,F,1923,1965,R:luscious,Am
102087,Dwight Frye,1930,1943,Dwight,Frye,M,1899,1943,R:character,Am
102088,Eric Fryer,,,Eric,Fryer,M,,199x,RU:,Un
102089,Alan Fudge,,,Alan,Fudge,M,,199x,RU:,Un
102090,Dolores Fuller,,,Dolores,Fuller,F,,199x,RU:,Un
102091,Robert Fuller,1966,1977,Robert,Fuller,M,1934,199x,R:lead,Am
102092,Dale Fuller,,,Dale,Fuller,M,,199x,RU:,Un
102093,Lance Fuller,,,Lance,Fuller,M,,199x,RU:,Un
102094,Fiona Fullerton,1969,1972,Fiona,Fullerton,F,1955,199x,R:juvenile,Br
102095,Jean Muir,1934,1944,Jean Muir,Fullerton,F,1911,199x,R:lead,Am
102096,Joan Shawlee,1945,1977,Joan,Fulton,F,1929,199x,R:comedienne,Am
102097,Jessie Lee Fulton,,,Jessie,Fulton,F,,199x,RU:,Un
102098,Gaby Morlay,1913,1958,Blanche,Fumoleau,F,1897,1964,R:character,Fr
102099,Annette Funicello,1957,1966,Annette,Funicello,F,1942,199x,R:lead,Am
102100,Eddie Furlong,,,Edward,Furlong,M,1977,199x,RU:,Un
102101,Yvonne Furneaux,1952,1966,Yvonne,Furneaux,F,1928,199x,R:lead,Fr
102102,Hedda Hopper,1919,1966,Elda,Furry,F,1890,1966,R:general purpose,Am
102103,William Hopper,1937,1965,William,Furry,M,1915,1969,R:general purpose supporting,Am
102104,Judith Furse,1939,1959,Judith,Furse,F,1912,199x,R:character,Br
102105,Stephen Furst,,,Stephen,Furst,M,,199x,RU:,Un
102106,Will Fyffe,1934,1947,Will,Fyffe,M,1884,1947,R:comedian,Br; Scots
102107,Martin Gabel,1951,1980,Martin,Gabel,M,1912,199x,R:balding,Am
102108,Clark Gable,1924,1961,Clark,Gable,M,1901,1960,R:big ears,Am
102109,John Clark Gable,1989,1995,John Clark,Gable,M,1960,199x,RU:,Am
102110,Eva Gabor,1941,1970,Eva,Gabor,F,1921,199x,R:blonde,Hu
102111,Zsa Zsa Gabor,1952,1972,Sari,Gabor,F,1917,199x,R:spoiled exotic,Hu
102112,Helen Gahagan,1935,,Helen,Gahagan,F,,1980,R:royal,
102113,Max Gail,1984,,Max,Gail,M,,199x,RU:,Un
102114,Janet Gaynor,1926,1957,Laura,Gainer,F,1906,1984,R:wholesome,Am
102115,Charlotte Gainsbourg,1989,,Charlotte,Gainsbourg,F,,199x,R:lively,Fr
102116,Serge Gainsbourg,,,Serge,Gainsbourg,M,,1891,RU:,Fr
102117,Peter Gallagher,1982,1990,Peter,Gallagher,M,,199x,RU:,Un
102118,Rita Gam,1954,,Rita,Gam,F,1940,199x,R:exotic,Ct
102119,Michael Gambon,1972,1986,Michael,Gambon,M,,199x,RU:,Br
102120,Robin Gammell,,,Robin,Gammell,,,199x,RU:,Un
102121,Ken Gampu,,,Ken,Gampu,M,,199x,RU:,Un
102122,Abel Gance,1930,,Abel,Gance,M,,1981,RU:,Fr
102123,Bruno Ganz,1976,1988,Bruno,Ganz,M,,199x,R:unusual,Ge
102124,Teresa Ganzel,,,Teresa,Ganzel,F,,199x,RU:,Un
102125,Joaquin Garay III,,,Joaquin,Garay,M,,199x,RU:,Un
102126,Steve Garay,,,Steve,Garay,M,,199x,RU:,Un
102127,Matthew Garber,1963,1967,Matthew,Garber,M,1956,199x,R:child,Br
102128,Katy Jurado,1951,1972,Maria Jurado,Garcia,F,1927,199x,R:spirited,Me
102129,Andres Garcia,,,Andres,Garcia,F,,199x,RU:,Un
102130,Arturo deCordova,1943,1953,Arturo,Garcia,M,1908,1973,R:flashing impudent,Me
102131,Carlos Gardel,1920,1935,Carlos,Gardel,M,1893,1935,R:singer and tango dancer,Ar
102132,Reginald Gardiner,1932,1966,Reginald,Gardiner,M,1903,1980,R:amiable silly,Br
102133,Ava Gardner,1942,1980,Ava,Gardner,F,1922,1990,R:beauty,Am
102134,Ed Gardner,1945,,Ed,Gardner,M,1901,1963,R:comic,Am
102135,John Garfield,1938,1951,Jacob Julius,Garfinkle,M,1913,1952,R:aggressive,Am
102136,Art Garfunkel,1970,1979,Arthur,Garfunkel,M,,199x,R:pop singer,Am
102137,Ed Gargan,1933,1951,Ed,Gargan,M,1902,1964,R:cop,Am
102138,William Gargan,1932,1957,William,Gargan,M,1905,1979,R:good guy,Am
102139,John Garko,,,John,Garko,M,,199x,RU:,Un
102140,Peggy Ann Garner,1938,1978,Peggy Ann,Garner,F,1931,199x,R:child star,Am
102141,Jane Garofalo,1996,1997,fn,Garofalo,F,1965,199x,R:comic,Un
102142,Teri Garr,1977,1983,Teri,Garr,F,1952,199x,R:blonde mother,Am
102143,Betty Garrett,1946,1975,Betty,Garrett,F,1919,199x,R:peppy,Am
102144,Eliza Garrett,,,Eliza,Garrett,F,,199x,RU:,Un
102145,Leif Garrett,,,Leif,Garrett,M,,199x,RU:,Un
